Deployment,Date,datetime,day,month,year,hour,hour2,yday,year_yday,julian,difftoHT,difftoLT,F_DPM,F_DPH,season,diel_period,average_temp,tide_period,tidal.range,F_Nall
3,27/04/2021,27/04/2021 13:00,27,4,2021,13:00:00,13,117,2021_117,1,-5,1,0,0,Spring,day,11.35,Flood,3.3,54229
3,27/04/2021,27/04/2021 14:00,27,4,2021,14:00:00,14,117,2021_117,1,-4,2,5,1,Spring,day,11,Flood,3.3,16621
3,27/04/2021,27/04/2021 15:00,27,4,2021,15:00:00,15,117,2021_117,1,-3,3,0,0,Spring,day,10.8,Flood,3.3,14516
3,27/04/2021,27/04/2021 16:00,27,4,2021,16:00:00,16,117,2021_117,1,-2,4,4,1,Spring,day,11.05,Flood,3.3,15425
3,27/04/2021,27/04/2021 17:00,27,4,2021,17:00:00,17,117,2021_117,1,-1,5,1,1,Spring,day,10.8,Flood,3.3,14974
3,27/04/2021,27/04/2021 18:00,27,4,2021,18:00:00,18,117,2021_117,1,0,6,4,1,Spring,day,10.8,HW,3.3,16131
3,27/04/2021,27/04/2021 19:00,27,4,2021,19:00:00,19,117,2021_117,1,1,-5,5,1,Spring,day,10.75,Ebb,3.3,17255
3,27/04/2021,27/04/2021 20:00,27,4,2021,20:00:00,20,117,2021_117,1,2,-4,0,0,Spring,day,10.8,Ebb,3.3,17213
3,27/04/2021,27/04/2021 21:00,27,4,2021,21:00:00,21,117,2021_117,1,3,-3,0,0,Spring,evening,10.8,Ebb,3.3,30761
3,27/04/2021,27/04/2021 22:00,27,4,2021,22:00:00,22,117,2021_117,1,4,-2,0,0,Spring,night,10.75,Ebb,3.3,30554
3,27/04/2021,27/04/2021 23:00,27,4,2021,23:00:00,23,117,2021_117,1,5,-1,0,0,Spring,night,10.75,Ebb,3.3,30108
3,28/04/2021,28/04/2021 00:00,28,4,2021,00:00:00,0,118,2021_118,2,6,0,0,0,Spring,night,10.75,LW,3.4,28359
3,28/04/2021,28/04/2021 01:00,28,4,2021,01:00:00,1,118,2021_118,2,-5,1,0,0,Spring,night,10.7,Flood,3.4,27315
3,28/04/2021,28/04/2021 02:00,28,4,2021,02:00:00,2,118,2021_118,2,-4,2,0,0,Spring,night,10.75,Flood,3.4,28139
3,28/04/2021,28/04/2021 03:00,28,4,2021,03:00:00,3,118,2021_118,2,-3,3,0,0,Spring,night,10.8,Flood,3.4,25533
3,28/04/2021,28/04/2021 04:00,28,4,2021,04:00:00,4,118,2021_118,2,-2,4,0,0,Spring,night,10.8,Flood,3.4,24308
3,28/04/2021,28/04/2021 05:00,28,4,2021,05:00:00,5,118,2021_118,2,-1,5,3,1,Spring,night,10.85,Flood,3.4,24167
3,28/04/2021,28/04/2021 06:00,28,4,2021,06:00:00,6,118,2021_118,2,0,6,0,0,Spring,morning,10.75,HW,3.4,21269
3,28/04/2021,28/04/2021 07:00,28,4,2021,07:00:00,7,118,2021_118,2,1,-5,0,0,Spring,day,10.75,Ebb,3.4,17931
3,28/04/2021,28/04/2021 08:00,28,4,2021,08:00:00,8,118,2021_118,2,2,-4,0,0,Spring,day,10.75,Ebb,3.4,18804
3,28/04/2021,28/04/2021 09:00,28,4,2021,09:00:00,9,118,2021_118,2,3,-3,2,1,Spring,day,10.75,Ebb,3.4,17505
3,28/04/2021,28/04/2021 10:00,28,4,2021,10:00:00,10,118,2021_118,2,4,-2,0,0,Spring,day,10.7,Ebb,3.4,37173
3,28/04/2021,28/04/2021 11:00,28,4,2021,11:00:00,11,118,2021_118,2,5,-1,0,0,Spring,day,10.7,Ebb,3.4,17747
3,28/04/2021,28/04/2021 12:00,28,4,2021,12:00:00,12,118,2021_118,2,6,0,0,0,Spring,day,10.7,LW,3.4,16747
3,28/04/2021,28/04/2021 13:00,28,4,2021,13:00:00,13,118,2021_118,2,-6,1,0,0,Spring,day,10.7,Flood,3.4,17167
3,28/04/2021,28/04/2021 14:00,28,4,2021,14:00:00,14,118,2021_118,2,-5,2,0,0,Spring,day,10.75,Flood,3.4,17812
3,28/04/2021,28/04/2021 15:00,28,4,2021,15:00:00,15,118,2021_118,2,-4,3,0,0,Spring,day,10.75,Flood,3.4,17786
3,28/04/2021,28/04/2021 16:00,28,4,2021,16:00:00,16,118,2021_118,2,-3,4,0,0,Spring,day,10.75,Flood,3.4,17581
3,28/04/2021,28/04/2021 17:00,28,4,2021,17:00:00,17,118,2021_118,2,-2,5,0,0,Spring,day,10.85,Flood,3.4,18336
3,28/04/2021,28/04/2021 18:00,28,4,2021,18:00:00,18,118,2021_118,2,-1,6,0,0,Spring,day,10.8,HW,3.4,17968
3,28/04/2021,28/04/2021 19:00,28,4,2021,19:00:00,19,118,2021_118,2,0,-6,0,0,Spring,day,10.8,HW,3.4,22878
3,28/04/2021,28/04/2021 20:00,28,4,2021,20:00:00,20,118,2021_118,2,1,-5,0,0,Spring,day,10.8,Ebb,3.4,16961
3,28/04/2021,28/04/2021 21:00,28,4,2021,21:00:00,21,118,2021_118,2,2,-4,1,1,Spring,evening,10.75,Ebb,3.4,38263
3,28/04/2021,28/04/2021 22:00,28,4,2021,22:00:00,22,118,2021_118,2,3,-3,1,1,Spring,night,10.75,Ebb,3.4,62699
3,28/04/2021,28/04/2021 23:00,28,4,2021,23:00:00,23,118,2021_118,2,4,-2,0,0,Spring,night,10.7,Ebb,3.4,29018
3,29/04/2021,29/04/2021 00:00,29,4,2021,00:00:00,0,119,2021_119,3,5,-1,1,1,Spring,night,10.75,Ebb,3.3,29100
3,29/04/2021,29/04/2021 01:00,29,4,2021,01:00:00,1,119,2021_119,3,6,0,1,1,Spring,night,10.75,LW,3.3,27204
3,29/04/2021,29/04/2021 02:00,29,4,2021,02:00:00,2,119,2021_119,3,-5,1,4,1,Spring,night,10.7,Flood,3.3,28056
3,29/04/2021,29/04/2021 03:00,29,4,2021,03:00:00,3,119,2021_119,3,-4,2,0,0,Spring,night,10.75,Flood,3.3,27375
3,29/04/2021,29/04/2021 04:00,29,4,2021,04:00:00,4,119,2021_119,3,-3,3,0,0,Spring,night,10.75,Flood,3.3,24127
3,29/04/2021,29/04/2021 05:00,29,4,2021,05:00:00,5,119,2021_119,3,-2,4,0,0,Spring,night,10.8,Flood,3.3,33123
3,29/04/2021,29/04/2021 06:00,29,4,2021,06:00:00,6,119,2021_119,3,-1,5,18,1,Spring,morning,10.75,Flood,3.3,46744
3,29/04/2021,29/04/2021 07:00,29,4,2021,07:00:00,7,119,2021_119,3,0,6,14,1,Spring,day,10.75,HW,3.3,26083
3,29/04/2021,29/04/2021 08:00,29,4,2021,08:00:00,8,119,2021_119,3,1,-5,0,0,Spring,day,10.75,Ebb,3.3,21345
3,29/04/2021,29/04/2021 09:00,29,4,2021,09:00:00,9,119,2021_119,3,2,-4,1,1,Spring,day,10.75,Ebb,3.3,120004
3,29/04/2021,29/04/2021 10:00,29,4,2021,10:00:00,10,119,2021_119,3,3,-3,2,1,Spring,day,10.75,Ebb,3.3,164411
3,29/04/2021,29/04/2021 11:00,29,4,2021,11:00:00,11,119,2021_119,3,4,-2,0,0,Spring,day,10.7,Ebb,3.3,208650
3,29/04/2021,29/04/2021 12:00,29,4,2021,12:00:00,12,119,2021_119,3,5,-1,8,1,Spring,day,10.7,Ebb,3.3,71346
3,29/04/2021,29/04/2021 13:00,29,4,2021,13:00:00,13,119,2021_119,3,6,0,6,1,Spring,day,10.75,LW,3.3,24612
3,29/04/2021,29/04/2021 14:00,29,4,2021,14:00:00,14,119,2021_119,3,-5,1,0,0,Spring,day,10.75,Flood,3.3,21432
3,29/04/2021,29/04/2021 15:00,29,4,2021,15:00:00,15,119,2021_119,3,-4,2,0,0,Spring,day,10.75,Flood,3.3,17850
3,29/04/2021,29/04/2021 16:00,29,4,2021,16:00:00,16,119,2021_119,3,-3,3,0,0,Spring,day,10.75,Flood,3.3,17838
3,29/04/2021,29/04/2021 17:00,29,4,2021,17:00:00,17,119,2021_119,3,-2,4,0,0,Spring,day,10.75,Flood,3.3,17305
3,29/04/2021,29/04/2021 18:00,29,4,2021,18:00:00,18,119,2021_119,3,-1,5,0,0,Spring,day,10.8,Flood,3.3,18830
3,29/04/2021,29/04/2021 19:00,29,4,2021,19:00:00,19,119,2021_119,3,0,6,0,0,Spring,day,10.8,HW,3.3,18039
3,29/04/2021,29/04/2021 20:00,29,4,2021,20:00:00,20,119,2021_119,3,1,-6,0,0,Spring,day,10.75,HW,3.3,17473
3,29/04/2021,29/04/2021 21:00,29,4,2021,21:00:00,21,119,2021_119,3,2,-5,0,0,Spring,evening,10.8,Ebb,3.3,41290
3,29/04/2021,29/04/2021 22:00,29,4,2021,22:00:00,22,119,2021_119,3,3,-4,0,0,Spring,night,10.75,Ebb,3.3,74832
3,29/04/2021,29/04/2021 23:00,29,4,2021,23:00:00,23,119,2021_119,3,4,-3,0,0,Spring,night,10.75,Ebb,3.3,97232
3,30/04/2021,30/04/2021 00:00,30,4,2021,00:00:00,0,120,2021_120,4,5,-2,0,0,Spring,night,10.7,Ebb,3.1,148398
3,30/04/2021,30/04/2021 01:00,30,4,2021,01:00:00,1,120,2021_120,4,6,-1,0,0,Spring,night,10.75,Ebb,3.1,67547
3,30/04/2021,30/04/2021 02:00,30,4,2021,02:00:00,2,120,2021_120,4,-6,0,0,0,Spring,night,10.75,LW,3.1,28998
3,30/04/2021,30/04/2021 03:00,30,4,2021,03:00:00,3,120,2021_120,4,-5,1,0,0,Spring,night,10.75,Flood,3.1,26037
3,30/04/2021,30/04/2021 04:00,30,4,2021,04:00:00,4,120,2021_120,4,-4,2,0,0,Spring,night,10.7,Flood,3.1,25664
3,30/04/2021,30/04/2021 05:00,30,4,2021,05:00:00,5,120,2021_120,4,-3,3,0,0,Spring,night,10.7,Flood,3.1,23725
3,30/04/2021,30/04/2021 06:00,30,4,2021,06:00:00,6,120,2021_120,4,-2,4,2,1,Spring,morning,10.75,Flood,3.1,22283
3,30/04/2021,30/04/2021 07:00,30,4,2021,07:00:00,7,120,2021_120,4,-1,5,0,0,Spring,day,10.75,Flood,3.1,19784
3,30/04/2021,30/04/2021 08:00,30,4,2021,08:00:00,8,120,2021_120,4,0,6,0,0,Spring,day,10.75,HW,3.1,36987
3,30/04/2021,30/04/2021 09:00,30,4,2021,09:00:00,9,120,2021_120,4,1,-5,2,1,Spring,day,10.75,Ebb,3.1,111220
3,30/04/2021,30/04/2021 10:00,30,4,2021,10:00:00,10,120,2021_120,4,2,-4,0,0,Spring,day,10.7,Ebb,3.1,66904
3,30/04/2021,30/04/2021 11:00,30,4,2021,11:00:00,11,120,2021_120,4,3,-3,0,0,Spring,day,10.75,Ebb,3.1,51965
3,30/04/2021,30/04/2021 12:00,30,4,2021,12:00:00,12,120,2021_120,4,4,-2,0,0,Spring,day,10.7,Ebb,3.1,38533
3,30/04/2021,30/04/2021 13:00,30,4,2021,13:00:00,13,120,2021_120,4,5,-1,13,1,Spring,day,10.7,Ebb,3.1,64561
3,30/04/2021,30/04/2021 14:00,30,4,2021,14:00:00,14,120,2021_120,4,6,0,2,1,Spring,day,10.75,LW,3.1,52063
3,30/04/2021,30/04/2021 15:00,30,4,2021,15:00:00,15,120,2021_120,4,-5,1,0,0,Spring,day,10.8,Flood,3.1,19381
3,30/04/2021,30/04/2021 16:00,30,4,2021,16:00:00,16,120,2021_120,4,-4,2,0,0,Spring,day,10.75,Flood,3.1,17528
3,30/04/2021,30/04/2021 17:00,30,4,2021,17:00:00,17,120,2021_120,4,-3,3,1,1,Spring,day,10.8,Flood,3.1,22674
3,30/04/2021,30/04/2021 18:00,30,4,2021,18:00:00,18,120,2021_120,4,-2,4,0,0,Spring,day,10.75,Flood,3.1,20796
3,30/04/2021,30/04/2021 19:00,30,4,2021,19:00:00,19,120,2021_120,4,-1,5,0,0,Spring,day,10.75,Flood,3.1,18478
3,30/04/2021,30/04/2021 20:00,30,4,2021,20:00:00,20,120,2021_120,4,0,6,0,0,Spring,day,10.75,HW,3.1,19905
3,30/04/2021,30/04/2021 21:00,30,4,2021,21:00:00,21,120,2021_120,4,1,-5,1,1,Spring,evening,10.75,Ebb,3.1,45133
3,30/04/2021,30/04/2021 22:00,30,4,2021,22:00:00,22,120,2021_120,4,2,-4,0,0,Spring,night,10.75,Ebb,3.1,37307
3,30/04/2021,30/04/2021 23:00,30,4,2021,23:00:00,23,120,2021_120,4,3,-3,0,0,Spring,night,10.75,Ebb,3.1,29297
3,01/05/2021,01/05/2021 00:00,1,5,2021,00:00:00,0,121,2021_121,5,4,-2,0,0,Spring,night,10.75,Ebb,2.7,30611
3,01/05/2021,01/05/2021 01:00,1,5,2021,01:00:00,1,121,2021_121,5,5,-1,0,0,Spring,night,10.75,Ebb,2.7,38535
3,01/05/2021,01/05/2021 02:00,1,5,2021,02:00:00,2,121,2021_121,5,6,0,0,0,Spring,night,10.75,LW,2.7,49547
3,01/05/2021,01/05/2021 03:00,1,5,2021,03:00:00,3,121,2021_121,5,-5,1,1,1,Spring,night,10.75,Flood,2.7,35477
3,01/05/2021,01/05/2021 04:00,1,5,2021,04:00:00,4,121,2021_121,5,-4,2,0,0,Spring,night,10.75,Flood,2.7,26266
3,01/05/2021,01/05/2021 05:00,1,5,2021,05:00:00,5,121,2021_121,5,-3,3,0,0,Spring,night,10.75,Flood,2.7,27301
3,01/05/2021,01/05/2021 06:00,1,5,2021,06:00:00,6,121,2021_121,5,-2,4,0,0,Spring,morning,10.75,Flood,2.7,21600
3,01/05/2021,01/05/2021 07:00,1,5,2021,07:00:00,7,121,2021_121,5,-1,5,13,1,Spring,day,10.75,Flood,2.7,24810
3,01/05/2021,01/05/2021 08:00,1,5,2021,08:00:00,8,121,2021_121,5,0,6,4,1,Spring,day,10.75,HW,2.7,76676
3,01/05/2021,01/05/2021 09:00,1,5,2021,09:00:00,9,121,2021_121,5,1,-6,0,0,Spring,day,10.75,HW,2.7,175996
3,01/05/2021,01/05/2021 10:00,1,5,2021,10:00:00,10,121,2021_121,5,2,-5,2,1,Spring,day,10.75,Ebb,2.7,32742
3,01/05/2021,01/05/2021 11:00,1,5,2021,11:00:00,11,121,2021_121,5,3,-4,0,0,Spring,day,10.8,Ebb,2.7,61976
3,01/05/2021,01/05/2021 12:00,1,5,2021,12:00:00,12,121,2021_121,5,4,-3,1,1,Spring,day,10.8,Ebb,2.7,51378
3,01/05/2021,01/05/2021 13:00,1,5,2021,13:00:00,13,121,2021_121,5,5,-2,2,1,Spring,day,10.75,Ebb,2.7,21350
3,01/05/2021,01/05/2021 14:00,1,5,2021,14:00:00,14,121,2021_121,5,6,-1,0,0,Spring,day,10.75,Ebb,2.7,27374
3,01/05/2021,01/05/2021 15:00,1,5,2021,15:00:00,15,121,2021_121,5,-6,0,0,0,Spring,day,10.75,LW,2.7,42645
3,01/05/2021,01/05/2021 16:00,1,5,2021,16:00:00,16,121,2021_121,5,-5,1,1,1,Spring,day,10.8,Flood,2.7,19515
3,01/05/2021,01/05/2021 17:00,1,5,2021,17:00:00,17,121,2021_121,5,-4,2,0,0,Spring,day,10.8,Flood,2.7,18965
3,01/05/2021,01/05/2021 18:00,1,5,2021,18:00:00,18,121,2021_121,5,-3,3,0,0,Spring,day,10.85,Flood,2.7,30942
3,01/05/2021,01/05/2021 19:00,1,5,2021,19:00:00,19,121,2021_121,5,-2,4,0,0,Spring,day,10.85,Flood,2.7,19806
3,01/05/2021,01/05/2021 20:00,1,5,2021,20:00:00,20,121,2021_121,5,-1,5,0,0,Spring,day,10.8,Flood,2.7,19684
3,01/05/2021,01/05/2021 21:00,1,5,2021,21:00:00,21,121,2021_121,5,0,6,0,0,Spring,evening,10.8,HW,2.7,32543
3,01/05/2021,01/05/2021 22:00,1,5,2021,22:00:00,22,121,2021_121,5,1,-5,1,1,Spring,night,10.8,Ebb,2.7,117330
3,01/05/2021,01/05/2021 23:00,1,5,2021,23:00:00,23,121,2021_121,5,2,-4,1,1,Spring,night,10.8,Ebb,2.7,32623
3,02/05/2021,02/05/2021 00:00,2,5,2021,00:00:00,0,122,2021_122,6,3,-3,0,0,Spring,night,10.8,Ebb,2.3,111382
3,02/05/2021,02/05/2021 01:00,2,5,2021,01:00:00,1,122,2021_122,6,4,-2,0,0,Spring,night,10.8,Ebb,2.3,119098
3,02/05/2021,02/05/2021 02:00,2,5,2021,02:00:00,2,122,2021_122,6,5,-1,0,0,Spring,night,10.8,Ebb,2.3,44478
3,02/05/2021,02/05/2021 03:00,2,5,2021,03:00:00,3,122,2021_122,6,6,0,0,0,Spring,night,10.8,LW,2.3,79149
3,02/05/2021,02/05/2021 04:00,2,5,2021,04:00:00,4,122,2021_122,6,-5,1,0,0,Spring,night,10.8,Flood,2.3,33635
3,02/05/2021,02/05/2021 05:00,2,5,2021,05:00:00,5,122,2021_122,6,-4,2,0,0,Spring,night,10.8,Flood,2.3,27092
3,02/05/2021,02/05/2021 06:00,2,5,2021,06:00:00,6,122,2021_122,6,-3,3,0,0,Spring,morning,10.8,Flood,2.3,21585
3,02/05/2021,02/05/2021 07:00,2,5,2021,07:00:00,7,122,2021_122,6,-2,4,0,0,Spring,day,10.8,Flood,2.3,18986
3,02/05/2021,02/05/2021 08:00,2,5,2021,08:00:00,8,122,2021_122,6,-1,5,3,1,Spring,day,10.8,Flood,2.3,27189
3,02/05/2021,02/05/2021 09:00,2,5,2021,09:00:00,9,122,2021_122,6,0,6,0,0,Spring,day,10.8,HW,2.3,19514
3,02/05/2021,02/05/2021 10:00,2,5,2021,10:00:00,10,122,2021_122,6,1,-6,1,1,Spring,day,10.75,HW,2.3,47287
3,02/05/2021,02/05/2021 11:00,2,5,2021,11:00:00,11,122,2021_122,6,2,-5,0,0,Spring,day,10.8,Ebb,2.3,17651
3,02/05/2021,02/05/2021 12:00,2,5,2021,12:00:00,12,122,2021_122,6,3,-4,0,0,Spring,day,10.8,Ebb,2.3,19577
3,02/05/2021,02/05/2021 13:00,2,5,2021,13:00:00,13,122,2021_122,6,4,-3,1,1,Spring,day,10.8,Ebb,2.3,18950
3,02/05/2021,02/05/2021 14:00,2,5,2021,14:00:00,14,122,2021_122,6,5,-2,1,1,Spring,day,10.85,Ebb,2.3,17979
3,02/05/2021,02/05/2021 15:00,2,5,2021,15:00:00,15,122,2021_122,6,6,-1,0,0,Spring,day,10.8,Ebb,2.3,17525
3,02/05/2021,02/05/2021 16:00,2,5,2021,16:00:00,16,122,2021_122,6,-6,0,0,0,Spring,day,10.8,LW,2.3,17318
3,02/05/2021,02/05/2021 17:00,2,5,2021,17:00:00,17,122,2021_122,6,-5,1,4,1,Spring,day,11.25,Flood,2.3,17159
3,02/05/2021,02/05/2021 18:00,2,5,2021,18:00:00,18,122,2021_122,6,-4,2,0,0,Spring,day,11.45,Flood,2.3,19293
3,02/05/2021,02/05/2021 19:00,2,5,2021,19:00:00,19,122,2021_122,6,-3,3,0,0,Spring,day,11.4,Flood,2.3,20854
3,02/05/2021,02/05/2021 20:00,2,5,2021,20:00:00,20,122,2021_122,6,-2,4,0,0,Spring,day,11.35,Flood,2.3,22762
3,02/05/2021,02/05/2021 21:00,2,5,2021,21:00:00,21,122,2021_122,6,-1,5,0,0,Spring,evening,11.1,Flood,2.3,45648
3,02/05/2021,02/05/2021 22:00,2,5,2021,22:00:00,22,122,2021_122,6,0,6,0,0,Spring,night,10.85,HW,2.3,38672
3,02/05/2021,02/05/2021 23:00,2,5,2021,23:00:00,23,122,2021_122,6,1,-5,0,0,Spring,night,10.85,Ebb,2.3,61731
3,03/05/2021,03/05/2021 00:00,3,5,2021,00:00:00,0,123,2021_123,7,2,-4,0,0,Spring,night,10.85,Ebb,1.9,37957
3,03/05/2021,03/05/2021 01:00,3,5,2021,01:00:00,1,123,2021_123,7,3,-3,0,0,Spring,night,10.8,Ebb,1.9,33210
3,03/05/2021,03/05/2021 02:00,3,5,2021,02:00:00,2,123,2021_123,7,4,-2,0,0,Spring,night,10.8,Ebb,1.9,30586
3,03/05/2021,03/05/2021 03:00,3,5,2021,03:00:00,3,123,2021_123,7,5,-1,0,0,Spring,night,10.8,Ebb,1.9,43510
3,03/05/2021,03/05/2021 04:00,3,5,2021,04:00:00,4,123,2021_123,7,6,0,0,0,Spring,night,10.8,LW,1.9,43552
3,03/05/2021,03/05/2021 05:00,3,5,2021,05:00:00,5,123,2021_123,7,-5,1,0,0,Spring,night,10.8,Flood,1.9,25378
3,03/05/2021,03/05/2021 06:00,3,5,2021,06:00:00,6,123,2021_123,7,-4,2,0,0,Spring,morning,10.8,Flood,1.9,15267
3,03/05/2021,03/05/2021 07:00,3,5,2021,07:00:00,7,123,2021_123,7,-3,3,0,0,Spring,day,10.8,Flood,1.9,10365
3,03/05/2021,03/05/2021 08:00,3,5,2021,08:00:00,8,123,2021_123,7,-2,4,19,1,Spring,day,11.05,Flood,1.9,13711
3,03/05/2021,03/05/2021 09:00,3,5,2021,09:00:00,9,123,2021_123,7,-1,5,12,1,Spring,day,11.4,Flood,1.9,17854
3,03/05/2021,03/05/2021 10:00,3,5,2021,10:00:00,10,123,2021_123,7,0,6,24,1,Spring,day,11.25,HW,1.9,19328
3,03/05/2021,03/05/2021 11:00,3,5,2021,11:00:00,11,123,2021_123,7,1,-6,5,1,Spring,day,11.25,HW,1.9,19719
3,03/05/2021,03/05/2021 12:00,3,5,2021,12:00:00,12,123,2021_123,7,2,-5,16,1,Spring,day,10.85,Ebb,1.9,28878
3,03/05/2021,03/05/2021 13:00,3,5,2021,13:00:00,13,123,2021_123,7,3,-4,2,1,Spring,day,10.85,Ebb,1.9,18297
3,03/05/2021,03/05/2021 14:00,3,5,2021,14:00:00,14,123,2021_123,7,4,-3,3,1,Spring,day,10.85,Ebb,1.9,14948
3,03/05/2021,03/05/2021 15:00,3,5,2021,15:00:00,15,123,2021_123,7,5,-2,1,1,Spring,day,10.85,Ebb,1.9,15932
3,03/05/2021,03/05/2021 16:00,3,5,2021,16:00:00,16,123,2021_123,7,6,-1,0,0,Spring,day,10.95,Ebb,1.9,14492
3,03/05/2021,03/05/2021 17:00,3,5,2021,17:00:00,17,123,2021_123,7,-6,0,0,0,Spring,day,11.4,LW,1.9,21415
3,03/05/2021,03/05/2021 18:00,3,5,2021,18:00:00,18,123,2021_123,7,-5,1,0,0,Spring,day,11.45,Flood,1.9,9919
3,03/05/2021,03/05/2021 19:00,3,5,2021,19:00:00,19,123,2021_123,7,-4,2,1,1,Spring,day,11.5,Flood,1.9,9886
3,03/05/2021,03/05/2021 20:00,3,5,2021,20:00:00,20,123,2021_123,7,-3,3,0,0,Spring,day,11.5,Flood,1.9,13302
3,03/05/2021,03/05/2021 21:00,3,5,2021,21:00:00,21,123,2021_123,7,-2,4,0,0,Spring,evening,11.5,Flood,1.9,13452
3,03/05/2021,03/05/2021 22:00,3,5,2021,22:00:00,22,123,2021_123,7,-1,5,0,0,Spring,night,11.45,Flood,1.9,16659
3,03/05/2021,03/05/2021 23:00,3,5,2021,23:00:00,23,123,2021_123,7,0,6,0,0,Spring,night,11.5,HW,1.9,21358
3,04/05/2021,04/05/2021 00:00,4,5,2021,00:00:00,0,124,2021_124,8,1,-5,0,0,Spring,night,11.4,Ebb,1.5,35394
3,04/05/2021,04/05/2021 01:00,4,5,2021,01:00:00,1,124,2021_124,8,2,-4,0,0,Spring,night,11.15,Ebb,1.5,23309
3,04/05/2021,04/05/2021 02:00,4,5,2021,02:00:00,2,124,2021_124,8,3,-3,3,1,Spring,night,10.8,Ebb,1.5,31594
3,04/05/2021,04/05/2021 03:00,4,5,2021,03:00:00,3,124,2021_124,8,4,-2,3,1,Spring,night,10.8,Ebb,1.5,24890
3,04/05/2021,04/05/2021 04:00,4,5,2021,04:00:00,4,124,2021_124,8,5,-1,0,0,Spring,night,10.75,Ebb,1.5,28695
3,04/05/2021,04/05/2021 05:00,4,5,2021,05:00:00,5,124,2021_124,8,6,0,0,0,Spring,night,10.7,LW,1.5,28294
3,04/05/2021,04/05/2021 06:00,4,5,2021,06:00:00,6,124,2021_124,8,-5,1,1,1,Spring,morning,10.7,Flood,1.5,25525
3,04/05/2021,04/05/2021 07:00,4,5,2021,07:00:00,7,124,2021_124,8,-4,2,2,1,Spring,day,10.7,Flood,1.5,21535
3,04/05/2021,04/05/2021 08:00,4,5,2021,08:00:00,8,124,2021_124,8,-3,3,0,0,Spring,day,10.7,Flood,1.5,20393
3,04/05/2021,04/05/2021 09:00,4,5,2021,09:00:00,9,124,2021_124,8,-2,4,0,0,Spring,day,10.7,Flood,1.5,18853
3,04/05/2021,04/05/2021 10:00,4,5,2021,10:00:00,10,124,2021_124,8,-1,5,0,0,Spring,day,10.75,Flood,1.5,19808
3,04/05/2021,04/05/2021 11:00,4,5,2021,11:00:00,11,124,2021_124,8,0,6,0,0,Spring,day,10.75,HW,1.5,19655
3,04/05/2021,04/05/2021 12:00,4,5,2021,12:00:00,12,124,2021_124,8,1,-6,0,0,Spring,day,10.7,HW,1.5,20127
3,04/05/2021,04/05/2021 13:00,4,5,2021,13:00:00,13,124,2021_124,8,2,-5,0,0,Spring,day,10.75,Ebb,1.5,18941
3,04/05/2021,04/05/2021 14:00,4,5,2021,14:00:00,14,124,2021_124,8,3,-4,0,0,Spring,day,10.8,Ebb,1.5,18373
3,04/05/2021,04/05/2021 15:00,4,5,2021,15:00:00,15,124,2021_124,8,4,-3,0,0,Spring,day,10.8,Ebb,1.5,17153
3,04/05/2021,04/05/2021 16:00,4,5,2021,16:00:00,16,124,2021_124,8,5,-2,0,0,Spring,day,10.85,Ebb,1.5,18666
3,04/05/2021,04/05/2021 17:00,4,5,2021,17:00:00,17,124,2021_124,8,6,-1,0,0,Spring,day,10.85,Ebb,1.5,19291
3,04/05/2021,04/05/2021 18:00,4,5,2021,18:00:00,18,124,2021_124,8,-6,0,0,0,Spring,day,10.9,LW,1.5,18238
3,04/05/2021,04/05/2021 19:00,4,5,2021,19:00:00,19,124,2021_124,8,-5,1,0,0,Spring,day,11.35,Flood,1.5,19154
3,04/05/2021,04/05/2021 20:00,4,5,2021,20:00:00,20,124,2021_124,8,-4,2,0,0,Spring,day,11.45,Flood,1.5,24286
3,04/05/2021,04/05/2021 21:00,4,5,2021,21:00:00,21,124,2021_124,8,-3,3,0,0,Spring,evening,11.4,Flood,1.5,33758
3,04/05/2021,04/05/2021 22:00,4,5,2021,22:00:00,22,124,2021_124,8,-2,4,0,0,Spring,night,11.35,Flood,1.5,107002
3,04/05/2021,04/05/2021 23:00,4,5,2021,23:00:00,23,124,2021_124,8,-1,5,0,0,Spring,night,11.4,Flood,1.5,56249
3,05/05/2021,05/05/2021 00:00,5,5,2021,00:00:00,0,125,2021_125,9,0,6,0,0,Spring,night,11.4,HW,1.6,60745
3,05/05/2021,05/05/2021 01:00,5,5,2021,01:00:00,1,125,2021_125,9,1,-5,0,0,Spring,night,11.05,Ebb,1.6,51397
3,05/05/2021,05/05/2021 02:00,5,5,2021,02:00:00,2,125,2021_125,9,2,-4,0,0,Spring,night,10.8,Ebb,1.6,29917
3,05/05/2021,05/05/2021 03:00,5,5,2021,03:00:00,3,125,2021_125,9,3,-3,0,0,Spring,night,10.75,Ebb,1.6,25032
3,05/05/2021,05/05/2021 04:00,5,5,2021,04:00:00,4,125,2021_125,9,4,-2,0,0,Spring,night,10.7,Ebb,1.6,23300
3,05/05/2021,05/05/2021 05:00,5,5,2021,05:00:00,5,125,2021_125,9,5,-1,0,0,Spring,night,10.7,Ebb,1.6,24653
3,05/05/2021,05/05/2021 06:00,5,5,2021,06:00:00,6,125,2021_125,9,6,0,0,0,Spring,morning,10.7,LW,1.6,42234
3,05/05/2021,05/05/2021 07:00,5,5,2021,07:00:00,7,125,2021_125,9,-6,1,0,0,Spring,day,10.65,Flood,1.6,23229
