Deployment,Date,datetime,day,month,year,hour,hour2,yday,year_yday,julian,difftoHT,difftoLT,F_DPM,F_DPH,season,diel_period,average_temp,tide_period,tidal.range,F_Nall
4,26/07/2021,26/07/2021 05:00,26,7,2021,05:00:00,5,207,2021_207,90,-2,4,0,0,Summer,night,17.95,Flood,3,129670
4,26/07/2021,26/07/2021 06:00,26,7,2021,06:00:00,6,207,2021_207,90,-1,5,0,0,Summer,morning,18.5,Flood,3,92464
4,26/07/2021,26/07/2021 07:00,26,7,2021,07:00:00,7,207,2021_207,90,0,6,0,0,Summer,day,17.75,HW,3,83219
4,26/07/2021,26/07/2021 08:00,26,7,2021,08:00:00,8,207,2021_207,90,1,-5,2,1,Summer,day,17.35,Ebb,3,79471
4,26/07/2021,26/07/2021 09:00,26,7,2021,09:00:00,9,207,2021_207,90,2,-4,2,1,Summer,day,17.4,Ebb,3,139346
4,26/07/2021,26/07/2021 10:00,26,7,2021,10:00:00,10,207,2021_207,90,3,-3,2,1,Summer,day,17.65,Ebb,3,80739
4,26/07/2021,26/07/2021 11:00,26,7,2021,11:00:00,11,207,2021_207,90,4,-2,4,1,Summer,day,18.2,Ebb,3,78184
4,26/07/2021,26/07/2021 12:00,26,7,2021,12:00:00,12,207,2021_207,90,5,-1,0,0,Summer,day,18.45,Ebb,3,86791
4,26/07/2021,26/07/2021 13:00,26,7,2021,13:00:00,13,207,2021_207,90,6,0,0,0,Summer,day,18.45,LW,3,85684
4,26/07/2021,26/07/2021 14:00,26,7,2021,14:00:00,14,207,2021_207,90,-5,1,0,0,Summer,day,18.55,Flood,3,76669
4,26/07/2021,26/07/2021 15:00,26,7,2021,15:00:00,15,207,2021_207,90,-4,2,0,0,Summer,day,18.6,Flood,3,71568
4,26/07/2021,26/07/2021 16:00,26,7,2021,16:00:00,16,207,2021_207,90,-3,3,0,0,Summer,day,18.6,Flood,3,80393
4,26/07/2021,26/07/2021 17:00,26,7,2021,17:00:00,17,207,2021_207,90,-2,4,0,0,Summer,day,18.7,Flood,3,88605
4,26/07/2021,26/07/2021 18:00,26,7,2021,18:00:00,18,207,2021_207,90,-1,5,0,0,Summer,day,18.4,Flood,3,82632
4,26/07/2021,26/07/2021 19:00,26,7,2021,19:00:00,19,207,2021_207,90,0,6,0,0,Summer,day,17.75,HW,3,77578
4,26/07/2021,26/07/2021 20:00,26,7,2021,20:00:00,20,207,2021_207,90,1,-6,0,0,Summer,day,17.75,HW,3,82775
4,26/07/2021,26/07/2021 21:00,26,7,2021,21:00:00,21,207,2021_207,90,2,-5,0,0,Summer,evening,18.1,Ebb,3,109630
4,26/07/2021,26/07/2021 22:00,26,7,2021,22:00:00,22,207,2021_207,90,3,-4,0,0,Summer,evening,17.45,Ebb,3,144438
4,26/07/2021,26/07/2021 23:00,26,7,2021,23:00:00,23,207,2021_207,91,4,-3,0,0,Summer,night,16.7,Ebb,3,105882
4,27/07/2021,27/07/2021 00:00,27,7,2021,00:00:00,0,208,2021_208,91,5,-2,0,0,Summer,night,16.5,Ebb,2.9,112798
4,27/07/2021,27/07/2021 01:00,27,7,2021,01:00:00,1,208,2021_208,91,6,-1,1,1,Summer,night,16.55,Ebb,2.9,126741
4,27/07/2021,27/07/2021 02:00,27,7,2021,02:00:00,2,208,2021_208,91,-6,0,0,0,Summer,night,16.5,LW,2.9,127730
4,27/07/2021,27/07/2021 03:00,27,7,2021,03:00:00,3,208,2021_208,91,-5,1,0,0,Summer,night,16.5,Flood,2.9,138742
4,27/07/2021,27/07/2021 04:00,27,7,2021,04:00:00,4,208,2021_208,91,-4,2,0,0,Summer,night,16.55,Flood,2.9,136568
4,27/07/2021,27/07/2021 05:00,27,7,2021,05:00:00,5,208,2021_208,91,-3,3,0,0,Summer,night,17.35,Flood,2.9,144440
4,27/07/2021,27/07/2021 06:00,27,7,2021,06:00:00,6,208,2021_208,91,-2,4,0,0,Summer,morning,17.3,Flood,2.9,110395
4,27/07/2021,27/07/2021 07:00,27,7,2021,07:00:00,7,208,2021_208,91,-1,5,2,1,Summer,day,16.8,Flood,2.9,100658
4,27/07/2021,27/07/2021 08:00,27,7,2021,08:00:00,8,208,2021_208,91,0,6,0,0,Summer,day,17.05,HW,2.9,90435
4,27/07/2021,27/07/2021 09:00,27,7,2021,09:00:00,9,208,2021_208,91,1,-5,0,0,Summer,day,17.05,Ebb,2.9,83238
4,27/07/2021,27/07/2021 10:00,27,7,2021,10:00:00,10,208,2021_208,91,2,-4,0,0,Summer,day,16.45,Ebb,2.9,80607
4,27/07/2021,27/07/2021 11:00,27,7,2021,11:00:00,11,208,2021_208,91,3,-3,1,1,Summer,day,15.85,Ebb,2.9,79883
4,27/07/2021,27/07/2021 12:00,27,7,2021,12:00:00,12,208,2021_208,91,4,-2,5,1,Summer,day,15.45,Ebb,2.9,66859
4,27/07/2021,27/07/2021 13:00,27,7,2021,13:00:00,13,208,2021_208,91,5,-1,1,1,Summer,day,15.55,Ebb,2.9,63239
4,27/07/2021,27/07/2021 14:00,27,7,2021,14:00:00,14,208,2021_208,91,6,0,4,1,Summer,day,15.7,LW,2.9,81775
4,27/07/2021,27/07/2021 15:00,27,7,2021,15:00:00,15,208,2021_208,91,-5,1,0,0,Summer,day,16.15,Flood,2.9,74365
4,27/07/2021,27/07/2021 16:00,27,7,2021,16:00:00,16,208,2021_208,91,-4,2,0,0,Summer,day,16.6,Flood,2.9,60078
4,27/07/2021,27/07/2021 17:00,27,7,2021,17:00:00,17,208,2021_208,91,-3,3,0,0,Summer,day,17,Flood,2.9,61501
4,27/07/2021,27/07/2021 18:00,27,7,2021,18:00:00,18,208,2021_208,91,-2,4,0,0,Summer,day,17.35,Flood,2.9,58769
4,27/07/2021,27/07/2021 19:00,27,7,2021,19:00:00,19,208,2021_208,91,-1,5,1,1,Summer,day,17.3,Flood,2.9,72064
4,27/07/2021,27/07/2021 20:00,27,7,2021,20:00:00,20,208,2021_208,91,0,6,0,0,Summer,day,16.7,HW,2.9,75876
4,27/07/2021,27/07/2021 21:00,27,7,2021,21:00:00,21,208,2021_208,91,1,-5,0,0,Summer,evening,16.65,Ebb,2.9,93616
4,27/07/2021,27/07/2021 22:00,27,7,2021,22:00:00,22,208,2021_208,91,2,-4,0,0,Summer,evening,16.7,Ebb,2.9,160551
4,27/07/2021,27/07/2021 23:00,27,7,2021,23:00:00,23,208,2021_208,92,3,-3,0,0,Summer,night,16.4,Ebb,2.9,138936
4,28/07/2021,28/07/2021 00:00,28,7,2021,00:00:00,0,209,2021_209,92,4,-2,0,0,Summer,night,15.5,Ebb,2.7,109865
4,28/07/2021,28/07/2021 01:00,28,7,2021,01:00:00,1,209,2021_209,92,5,-1,0,0,Summer,night,15.25,Ebb,2.7,109380
4,28/07/2021,28/07/2021 02:00,28,7,2021,02:00:00,2,209,2021_209,92,6,0,0,0,Summer,night,15.35,LW,2.7,109648
4,28/07/2021,28/07/2021 03:00,28,7,2021,03:00:00,3,209,2021_209,92,-5,1,1,1,Summer,night,15.5,Flood,2.7,105026
4,28/07/2021,28/07/2021 04:00,28,7,2021,04:00:00,4,209,2021_209,92,-4,2,0,0,Summer,night,15.5,Flood,2.7,111917
4,28/07/2021,28/07/2021 05:00,28,7,2021,05:00:00,5,209,2021_209,92,-3,3,2,1,Summer,night,15.55,Flood,2.7,123030
4,28/07/2021,28/07/2021 06:00,28,7,2021,06:00:00,6,209,2021_209,92,-2,4,0,0,Summer,morning,16.05,Flood,2.7,83309
4,28/07/2021,28/07/2021 07:00,28,7,2021,07:00:00,7,209,2021_209,92,-1,5,0,0,Summer,day,16.3,Flood,2.7,77467
4,28/07/2021,28/07/2021 08:00,28,7,2021,08:00:00,8,209,2021_209,92,0,6,2,1,Summer,day,16.3,HW,2.7,70601
4,28/07/2021,28/07/2021 09:00,28,7,2021,09:00:00,9,209,2021_209,92,1,-6,2,1,Summer,day,16.35,HW,2.7,70715
4,28/07/2021,28/07/2021 10:00,28,7,2021,10:00:00,10,209,2021_209,92,2,-5,1,1,Summer,day,16.3,Ebb,2.7,76970
4,28/07/2021,28/07/2021 11:00,28,7,2021,11:00:00,11,209,2021_209,92,3,-4,6,1,Summer,day,15.95,Ebb,2.7,72672
4,28/07/2021,28/07/2021 12:00,28,7,2021,12:00:00,12,209,2021_209,92,4,-3,1,1,Summer,day,15.5,Ebb,2.7,63218
4,28/07/2021,28/07/2021 13:00,28,7,2021,13:00:00,13,209,2021_209,92,5,-2,1,1,Summer,day,14.8,Ebb,2.7,58975
4,28/07/2021,28/07/2021 14:00,28,7,2021,14:00:00,14,209,2021_209,92,6,-1,0,0,Summer,day,14.45,Ebb,2.7,52035
4,28/07/2021,28/07/2021 15:00,28,7,2021,15:00:00,15,209,2021_209,92,-6,0,3,1,Summer,day,14.7,LW,2.7,55009
4,28/07/2021,28/07/2021 16:00,28,7,2021,16:00:00,16,209,2021_209,92,-5,1,0,0,Summer,day,15,Flood,2.7,45148
4,28/07/2021,28/07/2021 17:00,28,7,2021,17:00:00,17,209,2021_209,92,-4,2,0,0,Summer,day,15.55,Flood,2.7,46124
4,28/07/2021,28/07/2021 18:00,28,7,2021,18:00:00,18,209,2021_209,92,-3,3,0,0,Summer,day,15.85,Flood,2.7,39362
4,28/07/2021,28/07/2021 19:00,28,7,2021,19:00:00,19,209,2021_209,92,-2,4,0,0,Summer,day,16.35,Flood,2.7,55165
4,28/07/2021,28/07/2021 20:00,28,7,2021,20:00:00,20,209,2021_209,92,-1,5,0,0,Summer,day,16.35,Flood,2.7,63574
4,28/07/2021,28/07/2021 21:00,28,7,2021,21:00:00,21,209,2021_209,92,0,6,0,0,Summer,evening,16.4,HW,2.7,108256
4,28/07/2021,28/07/2021 22:00,28,7,2021,22:00:00,22,209,2021_209,92,1,-5,0,0,Summer,evening,16.3,Ebb,2.7,147721
4,28/07/2021,28/07/2021 23:00,28,7,2021,23:00:00,23,209,2021_209,93,2,-4,0,0,Summer,night,15.6,Ebb,2.7,125641
4,29/07/2021,29/07/2021 00:00,29,7,2021,00:00:00,0,210,2021_210,93,3,-3,2,1,Summer,night,14.95,Ebb,2.4,109037
4,29/07/2021,29/07/2021 01:00,29,7,2021,01:00:00,1,210,2021_210,93,4,-2,0,0,Summer,night,14.25,Ebb,2.4,107384
4,29/07/2021,29/07/2021 02:00,29,7,2021,02:00:00,2,210,2021_210,93,5,-1,0,0,Summer,night,13.65,Ebb,2.4,89936
4,29/07/2021,29/07/2021 03:00,29,7,2021,03:00:00,3,210,2021_210,93,6,0,0,0,Summer,night,13.6,LW,2.4,99577
4,29/07/2021,29/07/2021 04:00,29,7,2021,04:00:00,4,210,2021_210,93,-5,1,1,1,Summer,night,13.5,Flood,2.4,84395
4,29/07/2021,29/07/2021 05:00,29,7,2021,05:00:00,5,210,2021_210,93,-4,2,0,0,Summer,night,13.5,Flood,2.4,106708
4,29/07/2021,29/07/2021 06:00,29,7,2021,06:00:00,6,210,2021_210,93,-3,3,2,1,Summer,morning,13.65,Flood,2.4,84147
4,29/07/2021,29/07/2021 07:00,29,7,2021,07:00:00,7,210,2021_210,93,-2,4,0,0,Summer,day,13.7,Flood,2.4,81767
4,29/07/2021,29/07/2021 08:00,29,7,2021,08:00:00,8,210,2021_210,93,-1,5,0,0,Summer,day,14.35,Flood,2.4,100666
4,29/07/2021,29/07/2021 09:00,29,7,2021,09:00:00,9,210,2021_210,93,0,6,3,1,Summer,day,14.45,HW,2.4,77350
4,29/07/2021,29/07/2021 10:00,29,7,2021,10:00:00,10,210,2021_210,93,1,-5,5,1,Summer,day,14.45,Ebb,2.4,79911
4,29/07/2021,29/07/2021 11:00,29,7,2021,11:00:00,11,210,2021_210,93,2,-4,9,1,Summer,day,14.5,Ebb,2.4,94863
4,29/07/2021,29/07/2021 12:00,29,7,2021,12:00:00,12,210,2021_210,93,3,-3,6,1,Summer,day,14.25,Ebb,2.4,85216
4,29/07/2021,29/07/2021 13:00,29,7,2021,13:00:00,13,210,2021_210,93,4,-2,5,1,Summer,day,13.75,Ebb,2.4,86880
4,29/07/2021,29/07/2021 14:00,29,7,2021,14:00:00,14,210,2021_210,93,5,-1,0,0,Summer,day,13.65,Ebb,2.4,67623
4,29/07/2021,29/07/2021 15:00,29,7,2021,15:00:00,15,210,2021_210,93,6,0,0,0,Summer,day,13.55,LW,2.4,76656
4,29/07/2021,29/07/2021 16:00,29,7,2021,16:00:00,16,210,2021_210,93,-5,1,1,1,Summer,day,13.35,Flood,2.4,72541
4,29/07/2021,29/07/2021 17:00,29,7,2021,17:00:00,17,210,2021_210,93,-4,2,0,0,Summer,day,12.8,Flood,2.4,53095
4,29/07/2021,29/07/2021 18:00,29,7,2021,18:00:00,18,210,2021_210,93,-3,3,6,1,Summer,day,12.8,Flood,2.4,56151
4,29/07/2021,29/07/2021 19:00,29,7,2021,19:00:00,19,210,2021_210,93,-2,4,2,1,Summer,day,13.3,Flood,2.4,73526
4,29/07/2021,29/07/2021 20:00,29,7,2021,20:00:00,20,210,2021_210,93,-1,5,1,1,Summer,day,13.7,Flood,2.4,57414
4,29/07/2021,29/07/2021 21:00,29,7,2021,21:00:00,21,210,2021_210,93,0,6,1,1,Summer,evening,13.7,HW,2.4,87304
4,29/07/2021,29/07/2021 22:00,29,7,2021,22:00:00,22,210,2021_210,93,1,-6,0,0,Summer,evening,13.8,HW,2.4,95794
4,29/07/2021,29/07/2021 23:00,29,7,2021,23:00:00,23,210,2021_210,94,2,-5,2,1,Summer,night,14.4,Ebb,2.4,117007
4,30/07/2021,30/07/2021 00:00,30,7,2021,00:00:00,0,211,2021_211,94,3,-4,2,1,Summer,night,14.05,Ebb,2.1,112442
4,30/07/2021,30/07/2021 01:00,30,7,2021,01:00:00,1,211,2021_211,94,4,-3,0,0,Summer,night,13.6,Ebb,2.1,109681
4,30/07/2021,30/07/2021 02:00,30,7,2021,02:00:00,2,211,2021_211,94,5,-2,0,0,Summer,night,13.4,Ebb,2.1,103587
4,30/07/2021,30/07/2021 03:00,30,7,2021,03:00:00,3,211,2021_211,94,6,-1,0,0,Summer,night,13.25,Ebb,2.1,91810
4,30/07/2021,30/07/2021 04:00,30,7,2021,04:00:00,4,211,2021_211,94,-6,0,1,1,Summer,night,12.95,LW,2.1,149049
4,30/07/2021,30/07/2021 05:00,30,7,2021,05:00:00,5,211,2021_211,94,-5,1,0,0,Summer,night,12.8,Flood,2.1,101163
4,30/07/2021,30/07/2021 06:00,30,7,2021,06:00:00,6,211,2021_211,94,-4,2,2,1,Summer,morning,13,Flood,2.1,75163
4,30/07/2021,30/07/2021 07:00,30,7,2021,07:00:00,7,211,2021_211,94,-3,3,1,1,Summer,day,13.45,Flood,2.1,66812
4,30/07/2021,30/07/2021 08:00,30,7,2021,08:00:00,8,211,2021_211,94,-2,4,8,1,Summer,day,13.7,Flood,2.1,70413
4,30/07/2021,30/07/2021 09:00,30,7,2021,09:00:00,9,211,2021_211,94,-1,5,4,1,Summer,day,13.7,Flood,2.1,86698
4,30/07/2021,30/07/2021 10:00,30,7,2021,10:00:00,10,211,2021_211,94,0,6,1,1,Summer,day,14.05,HW,2.1,54091
4,30/07/2021,30/07/2021 11:00,30,7,2021,11:00:00,11,211,2021_211,94,1,-5,1,1,Summer,day,14.35,Ebb,2.1,99044
4,30/07/2021,30/07/2021 12:00,30,7,2021,12:00:00,12,211,2021_211,94,2,-4,8,1,Summer,day,14.35,Ebb,2.1,69634
4,30/07/2021,30/07/2021 13:00,30,7,2021,13:00:00,13,211,2021_211,94,3,-3,12,1,Summer,day,13.95,Ebb,2.1,71911
4,30/07/2021,30/07/2021 14:00,30,7,2021,14:00:00,14,211,2021_211,94,4,-2,3,1,Summer,day,13.8,Ebb,2.1,76476
4,30/07/2021,30/07/2021 15:00,30,7,2021,15:00:00,15,211,2021_211,94,5,-1,7,1,Summer,day,13.8,Ebb,2.1,58368
4,30/07/2021,30/07/2021 16:00,30,7,2021,16:00:00,16,211,2021_211,94,6,0,3,1,Summer,day,13.75,LW,2.1,66050
4,30/07/2021,30/07/2021 17:00,30,7,2021,17:00:00,17,211,2021_211,94,-5,1,0,0,Summer,day,13.95,Flood,2.1,56725
4,30/07/2021,30/07/2021 18:00,30,7,2021,18:00:00,18,211,2021_211,94,-4,2,0,0,Summer,day,14.45,Flood,2.1,55635
4,30/07/2021,30/07/2021 19:00,30,7,2021,19:00:00,19,211,2021_211,94,-3,3,0,0,Summer,day,14.55,Flood,2.1,55072
4,30/07/2021,30/07/2021 20:00,30,7,2021,20:00:00,20,211,2021_211,94,-2,4,0,0,Summer,day,14.5,Flood,2.1,62244
4,30/07/2021,30/07/2021 21:00,30,7,2021,21:00:00,21,211,2021_211,94,-1,5,0,0,Summer,evening,14.5,Flood,2.1,105079
4,30/07/2021,30/07/2021 22:00,30,7,2021,22:00:00,22,211,2021_211,94,0,6,0,0,Summer,evening,14,HW,2.1,190667
4,30/07/2021,30/07/2021 23:00,30,7,2021,23:00:00,23,211,2021_211,95,1,-5,0,0,Summer,night,14.3,Ebb,2.1,176426
4,31/07/2021,31/07/2021 00:00,31,7,2021,00:00:00,0,212,2021_212,95,2,-4,0,0,Summer,night,14.4,Ebb,1.8,115344
4,31/07/2021,31/07/2021 01:00,31,7,2021,01:00:00,1,212,2021_212,95,3,-3,0,0,Summer,night,14.2,Ebb,1.8,131081
4,31/07/2021,31/07/2021 02:00,31,7,2021,02:00:00,2,212,2021_212,95,4,-2,0,0,Summer,night,13.7,Ebb,1.8,89198
4,31/07/2021,31/07/2021 03:00,31,7,2021,03:00:00,3,212,2021_212,95,5,-1,0,0,Summer,night,13.65,Ebb,1.8,129728
4,31/07/2021,31/07/2021 04:00,31,7,2021,04:00:00,4,212,2021_212,95,6,0,0,0,Summer,night,13.7,LW,1.8,91821
4,31/07/2021,31/07/2021 05:00,31,7,2021,05:00:00,5,212,2021_212,95,-5,1,0,0,Summer,night,13.7,Flood,1.8,101415
4,31/07/2021,31/07/2021 06:00,31,7,2021,06:00:00,6,212,2021_212,95,-4,2,1,1,Summer,morning,13.75,Flood,1.8,82185
4,31/07/2021,31/07/2021 07:00,31,7,2021,07:00:00,7,212,2021_212,95,-3,3,0,0,Summer,day,13.7,Flood,1.8,74831
4,31/07/2021,31/07/2021 08:00,31,7,2021,08:00:00,8,212,2021_212,95,-2,4,4,1,Summer,day,13.75,Flood,1.8,98219
4,31/07/2021,31/07/2021 09:00,31,7,2021,09:00:00,9,212,2021_212,95,-1,5,0,0,Summer,day,13.85,Flood,1.8,65074
4,31/07/2021,31/07/2021 10:00,31,7,2021,10:00:00,10,212,2021_212,95,0,6,1,1,Summer,day,13.95,HW,1.8,68852
4,31/07/2021,31/07/2021 11:00,31,7,2021,11:00:00,11,212,2021_212,95,1,-6,0,0,Summer,day,14.2,HW,1.8,63005
4,31/07/2021,31/07/2021 12:00,31,7,2021,12:00:00,12,212,2021_212,95,2,-5,0,0,Summer,day,14.35,Ebb,1.8,73154
4,31/07/2021,31/07/2021 13:00,31,7,2021,13:00:00,13,212,2021_212,95,3,-4,0,0,Summer,day,13.9,Ebb,1.8,76908
4,31/07/2021,31/07/2021 14:00,31,7,2021,14:00:00,14,212,2021_212,95,4,-3,0,0,Summer,day,13.8,Ebb,1.8,100088
4,31/07/2021,31/07/2021 15:00,31,7,2021,15:00:00,15,212,2021_212,95,5,-2,0,0,Summer,day,13.75,Ebb,1.8,66834
4,31/07/2021,31/07/2021 16:00,31,7,2021,16:00:00,16,212,2021_212,95,6,-1,2,1,Summer,day,13.7,Ebb,1.8,60456
4,31/07/2021,31/07/2021 17:00,31,7,2021,17:00:00,17,212,2021_212,95,-6,0,2,1,Summer,day,13.7,LW,1.8,57461
4,31/07/2021,31/07/2021 18:00,31,7,2021,18:00:00,18,212,2021_212,95,-5,1,0,0,Summer,day,13.7,Flood,1.8,59104
4,31/07/2021,31/07/2021 19:00,31,7,2021,19:00:00,19,212,2021_212,95,-4,2,0,0,Summer,day,13.7,Flood,1.8,64484
4,31/07/2021,31/07/2021 20:00,31,7,2021,20:00:00,20,212,2021_212,95,-3,3,0,0,Summer,day,13.7,Flood,1.8,82056
4,31/07/2021,31/07/2021 21:00,31,7,2021,21:00:00,21,212,2021_212,95,-2,4,0,0,Summer,evening,14.05,Flood,1.8,88359
4,31/07/2021,31/07/2021 22:00,31,7,2021,22:00:00,22,212,2021_212,95,-1,5,0,0,Summer,evening,13.8,Flood,1.8,118243
4,31/07/2021,31/07/2021 23:00,31,7,2021,23:00:00,23,212,2021_212,96,0,6,0,0,Summer,night,13.75,HW,1.8,95359
4,01/08/2021,01/08/2021 00:00,1,8,2021,00:00:00,0,213,2021_213,96,1,-5,0,0,Summer,night,14.2,Ebb,1.5,97681
4,01/08/2021,01/08/2021 01:00,1,8,2021,01:00:00,1,213,2021_213,96,2,-4,0,0,Summer,night,14.25,Ebb,1.5,132739
4,01/08/2021,01/08/2021 02:00,1,8,2021,02:00:00,2,213,2021_213,96,3,-3,0,0,Summer,night,13.75,Ebb,1.5,88248
4,01/08/2021,01/08/2021 03:00,1,8,2021,03:00:00,3,213,2021_213,96,4,-2,3,1,Summer,night,13.65,Ebb,1.5,124534
4,01/08/2021,01/08/2021 04:00,1,8,2021,04:00:00,4,213,2021_213,96,5,-1,1,1,Summer,night,13.65,Ebb,1.5,82745
4,01/08/2021,01/08/2021 05:00,1,8,2021,05:00:00,5,213,2021_213,96,6,0,3,1,Summer,night,13.6,LW,1.5,93949
4,01/08/2021,01/08/2021 06:00,1,8,2021,06:00:00,6,213,2021_213,96,-5,1,0,0,Summer,morning,13.6,Flood,1.5,78874
4,01/08/2021,01/08/2021 07:00,1,8,2021,07:00:00,7,213,2021_213,96,-4,2,0,0,Summer,day,13.55,Flood,1.5,123642
4,01/08/2021,01/08/2021 08:00,1,8,2021,08:00:00,8,213,2021_213,96,-3,3,0,0,Summer,day,13.6,Flood,1.5,73577
4,01/08/2021,01/08/2021 09:00,1,8,2021,09:00:00,9,213,2021_213,96,-2,4,0,0,Summer,day,13.7,Flood,1.5,90628
4,01/08/2021,01/08/2021 10:00,1,8,2021,10:00:00,10,213,2021_213,96,-1,5,0,0,Summer,day,13.75,Flood,1.5,57715
4,01/08/2021,01/08/2021 11:00,1,8,2021,11:00:00,11,213,2021_213,96,0,6,0,0,Summer,day,13.75,HW,1.5,57091
4,01/08/2021,01/08/2021 12:00,1,8,2021,12:00:00,12,213,2021_213,96,1,-6,0,0,Summer,day,13.75,HW,1.5,63462
4,01/08/2021,01/08/2021 13:00,1,8,2021,13:00:00,13,213,2021_213,96,2,-5,0,0,Summer,day,14.05,Ebb,1.5,78588
4,01/08/2021,01/08/2021 14:00,1,8,2021,14:00:00,14,213,2021_213,96,3,-4,0,0,Summer,day,14.3,Ebb,1.5,62313
4,01/08/2021,01/08/2021 15:00,1,8,2021,15:00:00,15,213,2021_213,96,4,-3,0,0,Summer,day,13.85,Ebb,1.5,90512
4,01/08/2021,01/08/2021 16:00,1,8,2021,16:00:00,16,213,2021_213,96,5,-2,3,1,Summer,day,13.75,Ebb,1.5,119885
4,01/08/2021,01/08/2021 17:00,1,8,2021,17:00:00,17,213,2021_213,96,6,-1,0,0,Summer,day,13.7,Ebb,1.5,161520
4,01/08/2021,01/08/2021 18:00,1,8,2021,18:00:00,18,213,2021_213,96,-6,0,0,0,Summer,day,13.65,LW,1.5,105509
4,01/08/2021,01/08/2021 19:00,1,8,2021,19:00:00,19,213,2021_213,96,-5,1,0,0,Summer,day,13.55,Flood,1.5,52259
4,01/08/2021,01/08/2021 20:00,1,8,2021,20:00:00,20,213,2021_213,96,-4,2,0,0,Summer,day,13.6,Flood,1.5,59277
4,01/08/2021,01/08/2021 21:00,1,8,2021,21:00:00,21,213,2021_213,96,-3,3,0,0,Summer,evening,13.65,Flood,1.5,79568
4,01/08/2021,01/08/2021 22:00,1,8,2021,22:00:00,22,213,2021_213,96,-2,4,0,0,Summer,evening,13.7,Flood,1.5,98123
4,01/08/2021,01/08/2021 23:00,1,8,2021,23:00:00,23,213,2021_213,97,-1,5,0,0,Summer,night,13.8,Flood,1.5,75118
4,02/08/2021,02/08/2021 00:00,2,8,2021,00:00:00,0,214,2021_214,97,0,6,0,0,Summer,night,13.8,HW,1.4,79016
4,02/08/2021,02/08/2021 01:00,2,8,2021,01:00:00,1,214,2021_214,97,1,-5,0,0,Summer,night,14.2,Ebb,1.4,95801
4,02/08/2021,02/08/2021 02:00,2,8,2021,02:00:00,2,214,2021_214,97,2,-4,0,0,Summer,night,13.95,Ebb,1.4,94169
4,02/08/2021,02/08/2021 03:00,2,8,2021,03:00:00,3,214,2021_214,97,3,-3,0,0,Summer,night,13.8,Ebb,1.4,84339
4,02/08/2021,02/08/2021 04:00,2,8,2021,04:00:00,4,214,2021_214,97,4,-2,2,1,Summer,night,13.75,Ebb,1.4,85394
4,02/08/2021,02/08/2021 05:00,2,8,2021,05:00:00,5,214,2021_214,97,5,-1,0,0,Summer,night,13.8,Ebb,1.4,90198
4,02/08/2021,02/08/2021 06:00,2,8,2021,06:00:00,6,214,2021_214,97,6,0,0,0,Summer,morning,14.35,LW,1.4,70245
4,02/08/2021,02/08/2021 07:00,2,8,2021,07:00:00,7,214,2021_214,97,-5,1,0,0,Summer,day,14.15,Flood,1.4,62021
4,02/08/2021,02/08/2021 08:00,2,8,2021,08:00:00,8,214,2021_214,97,-4,2,0,0,Summer,day,14.6,Flood,1.4,56690
4,02/08/2021,02/08/2021 09:00,2,8,2021,09:00:00,9,214,2021_214,97,-3,3,0,0,Summer,day,14.65,Flood,1.4,59434
4,02/08/2021,02/08/2021 10:00,2,8,2021,10:00:00,10,214,2021_214,97,-2,4,0,0,Summer,day,14.7,Flood,1.4,59612
4,02/08/2021,02/08/2021 11:00,2,8,2021,11:00:00,11,214,2021_214,97,-1,5,0,0,Summer,day,14.65,Flood,1.4,64228
4,02/08/2021,02/08/2021 12:00,2,8,2021,12:00:00,12,214,2021_214,97,0,6,0,0,Summer,day,14.6,HW,1.4,162999
4,02/08/2021,02/08/2021 13:00,2,8,2021,13:00:00,13,214,2021_214,97,1,-6,0,0,Summer,day,14.6,HW,1.4,82598
4,02/08/2021,02/08/2021 14:00,2,8,2021,14:00:00,14,214,2021_214,97,2,-5,0,0,Summer,day,14.6,Ebb,1.4,66318
4,02/08/2021,02/08/2021 15:00,2,8,2021,15:00:00,15,214,2021_214,97,3,-4,0,0,Summer,day,14.65,Ebb,1.4,63825
4,02/08/2021,02/08/2021 16:00,2,8,2021,16:00:00,16,214,2021_214,97,4,-3,0,0,Summer,day,15.1,Ebb,1.4,62711
4,02/08/2021,02/08/2021 17:00,2,8,2021,17:00:00,17,214,2021_214,97,5,-2,0,0,Summer,day,16.1,Ebb,1.4,60343
4,02/08/2021,02/08/2021 18:00,2,8,2021,18:00:00,18,214,2021_214,97,6,-1,0,0,Summer,day,15.9,Ebb,1.4,56766
4,02/08/2021,02/08/2021 19:00,2,8,2021,19:00:00,19,214,2021_214,97,-6,0,0,0,Summer,day,15.45,LW,1.4,62899
4,02/08/2021,02/08/2021 20:00,2,8,2021,20:00:00,20,214,2021_214,97,-5,1,0,0,Summer,day,14.7,Flood,1.4,76923
4,02/08/2021,02/08/2021 21:00,2,8,2021,21:00:00,21,214,2021_214,97,-4,2,0,0,Summer,evening,14.65,Flood,1.4,101210
4,02/08/2021,02/08/2021 22:00,2,8,2021,22:00:00,22,214,2021_214,97,-3,3,0,0,Summer,evening,14.6,Flood,1.4,100494
4,02/08/2021,02/08/2021 23:00,2,8,2021,23:00:00,23,214,2021_214,98,-2,4,0,0,Summer,night,14.55,Flood,1.4,80962
4,03/08/2021,03/08/2021 00:00,3,8,2021,00:00:00,0,215,2021_215,98,-1,5,0,0,Summer,night,14.65,Flood,1.3,121088
