Deployment,datetime,day,month,year,DPH,DPD,POD
4,28/10/2021,28,10,2021,13,1,F
4,29/10/2021,29,10,2021,8,1,F
4,30/10/2021,30,10,2021,10,1,F
4,31/10/2021,31,10,2021,12,1,F
4,01/11/2021,1,11,2021,19,1,F
4,02/11/2021,2,11,2021,11,1,F
4,03/11/2021,3,11,2021,14,1,F
4,04/11/2021,4,11,2021,17,1,F
4,05/11/2021,5,11,2021,10,1,F
4,06/11/2021,6,11,2021,16,1,F
4,07/11/2021,7,11,2021,13,1,F
4,08/11/2021,8,11,2021,19,1,F
4,09/11/2021,9,11,2021,9,1,F
5,10/11/2021,10,11,2021,15,1,F
5,11/11/2021,11,11,2021,10,1,F
5,12/11/2021,12,11,2021,10,1,F
5,13/11/2021,13,11,2021,8,1,F
5,14/11/2021,14,11,2021,15,1,F
5,15/11/2021,15,11,2021,14,1,F
5,16/11/2021,16,11,2021,2,1,F
5,17/11/2021,17,11,2021,4,1,F
5,18/11/2021,18,11,2021,4,1,F
5,19/11/2021,19,11,2021,8,1,F
5,20/11/2021,20,11,2021,1,1,F
5,21/11/2021,21,11,2021,7,1,F
5,22/11/2021,22,11,2021,5,1,F
5,23/11/2021,23,11,2021,8,1,F
5,24/11/2021,24,11,2021,8,1,F
5,25/11/2021,25,11,2021,5,1,F
5,26/11/2021,26,11,2021,1,1,F
5,27/11/2021,27,11,2021,9,1,F
5,28/11/2021,28,11,2021,12,1,F
5,29/11/2021,29,11,2021,12,1,F
5,30/11/2021,30,11,2021,17,1,F
5,01/12/2021,1,12,2021,8,1,F
5,02/12/2021,2,12,2021,6,1,F
5,03/12/2021,3,12,2021,9,1,F
5,04/12/2021,4,12,2021,6,1,F
5,05/12/2021,5,12,2021,6,1,F
5,06/12/2021,6,12,2021,10,1,F
5,07/12/2021,7,12,2021,7,1,F
5,08/12/2021,8,12,2021,14,1,F
5,09/12/2021,9,12,2021,13,1,F
5,10/12/2021,10,12,2021,6,1,F
5,11/12/2021,11,12,2021,8,1,F
5,12/12/2021,12,12,2021,6,1,F
5,13/12/2021,13,12,2021,5,1,F
5,14/12/2021,14,12,2021,11,1,F
5,15/12/2021,15,12,2021,12,1,F
5,16/12/2021,16,12,2021,15,1,F
5,17/12/2021,17,12,2021,14,1,F
5,18/12/2021,18,12,2021,15,1,F
5,19/12/2021,19,12,2021,9,1,F
5,20/12/2021,20,12,2021,17,1,F
5,21/12/2021,21,12,2021,16,1,F
5,22/12/2021,22,12,2021,8,1,F
5,23/12/2021,23,12,2021,6,1,F
5,24/12/2021,24,12,2021,8,1,F
5,25/12/2021,25,12,2021,12,1,F
5,26/12/2021,26,12,2021,16,1,F
5,27/12/2021,27,12,2021,11,1,F
5,28/12/2021,28,12,2021,8,1,F
5,29/12/2021,29,12,2021,13,1,F
5,30/12/2021,30,12,2021,8,1,F
5,31/12/2021,31,12,2021,12,1,F
5,01/01/2022,1,1,2022,7,1,F
5,02/01/2022,2,1,2022,9,1,F
5,03/01/2022,3,1,2022,4,1,F
5,04/01/2022,4,1,2022,14,1,F
5,05/01/2022,5,1,2022,10,1,F
5,06/01/2022,6,1,2022,11,1,F
5,07/01/2022,7,1,2022,1,1,F
5,08/01/2022,8,1,2022,0,0,F
5,09/01/2022,9,1,2022,3,1,F
5,10/01/2022,10,1,2022,7,1,F
5,11/01/2022,11,1,2022,16,1,F
5,12/01/2022,12,1,2022,17,1,F
5,13/01/2022,13,1,2022,17,1,F
5,14/01/2022,14,1,2022,12,1,F
5,15/01/2022,15,1,2022,5,1,F
5,16/01/2022,16,1,2022,6,1,F
5,17/01/2022,17,1,2022,10,1,F
5,18/01/2022,18,1,2022,11,1,F
5,19/01/2022,19,1,2022,9,1,F
5,20/01/2022,20,1,2022,12,1,F
5,21/01/2022,21,1,2022,16,1,F
5,22/01/2022,22,1,2022,16,1,F
5,23/01/2022,23,1,2022,13,1,F
5,24/01/2022,24,1,2022,17,1,F
5,25/01/2022,25,1,2022,11,1,F
5,26/01/2022,26,1,2022,5,1,F
5,27/01/2022,27,1,2022,8,1,F
5,28/01/2022,28,1,2022,5,1,F
5,29/01/2022,29,1,2022,7,1,F
5,30/01/2022,30,1,2022,4,1,F
5,31/01/2022,31,1,2022,4,1,F
5,01/02/2022,1,2,2022,5,1,F
5,02/02/2022,2,2,2022,12,1,F
5,03/02/2022,3,2,2022,8,1,F
5,04/02/2022,4,2,2022,9,1,F
5,05/02/2022,5,2,2022,8,1,F
5,06/02/2022,6,2,2022,10,1,F
5,07/02/2022,7,2,2022,9,1,F
5,08/02/2022,8,2,2022,10,1,F
5,09/02/2022,9,2,2022,6,1,F
5,10/02/2022,10,2,2022,9,1,F
5,11/02/2022,11,2,2022,10,1,F
5,12/02/2022,12,2,2022,10,1,F
5,13/02/2022,13,2,2022,3,1,F
5,14/02/2022,14,2,2022,9,1,F
5,15/02/2022,15,2,2022,5,1,F
5,16/02/2022,16,2,2022,5,1,F
5,17/02/2022,17,2,2022,10,1,F
5,18/02/2022,18,2,2022,5,1,F
5,19/02/2022,19,2,2022,5,1,F
5,20/02/2022,20,2,2022,7,1,F
5,21/02/2022,21,2,2022,1,1,F
5,22/02/2022,22,2,2022,11,1,F
5,23/02/2022,23,2,2022,8,1,F
5,24/02/2022,24,2,2022,1,1,F
5,25/02/2022,25,2,2022,12,1,F
5,26/02/2022,26,2,2022,11,1,F
5,27/02/2022,27,2,2022,5,1,F
5,28/02/2022,28,2,2022,8,1,F
5,01/03/2022,1,3,2022,9,1,F
5,02/03/2022,2,3,2022,5,1,F
5,03/03/2022,3,3,2022,14,1,F
5,04/03/2022,4,3,2022,9,1,F
5,05/03/2022,5,3,2022,14,1,F
5,06/03/2022,6,3,2022,8,1,F
5,07/03/2022,7,3,2022,11,1,F
5,08/03/2022,8,3,2022,14,1,F
5,09/03/2022,9,3,2022,8,1,F
5,10/03/2022,10,3,2022,6,1,F
5,11/03/2022,11,3,2022,7,1,F
5,12/03/2022,12,3,2022,14,1,F
5,13/03/2022,13,3,2022,6,1,F
5,14/03/2022,14,3,2022,15,1,F
5,15/03/2022,15,3,2022,14,1,F
5,16/03/2022,16,3,2022,12,1,F
5,17/03/2022,17,3,2022,13,1,F
5,18/03/2022,18,3,2022,19,1,F
5,19/03/2022,19,3,2022,12,1,F
5,20/03/2022,20,3,2022,15,1,F
5,21/03/2022,21,3,2022,5,1,F
5,22/03/2022,22,3,2022,8,1,F
5,23/03/2022,23,3,2022,7,1,F
5,24/03/2022,24,3,2022,2,1,F
6,25/03/2022,25,3,2022,4,1,F
6,26/03/2022,26,3,2022,4,1,F
6,27/03/2022,27,3,2022,5,1,F
6,28/03/2022,28,3,2022,8,1,F
6,29/03/2022,29,3,2022,10,1,F
6,30/03/2022,30,3,2022,4,1,F
6,31/03/2022,31,3,2022,3,1,F
6,01/04/2022,1,4,2022,1,1,F
6,02/04/2022,2,4,2022,1,1,F
6,03/04/2022,3,4,2022,11,1,F
6,04/04/2022,4,4,2022,6,1,F
6,05/04/2022,5,4,2022,2,1,F
6,06/04/2022,6,4,2022,2,1,F
6,07/04/2022,7,4,2022,5,1,F
6,08/04/2022,8,4,2022,6,1,F
6,09/04/2022,9,4,2022,7,1,F
6,10/04/2022,10,4,2022,9,1,F
6,11/04/2022,11,4,2022,11,1,F
6,12/04/2022,12,4,2022,6,1,F
6,13/04/2022,13,4,2022,3,1,F
6,14/04/2022,14,4,2022,5,1,F
6,15/04/2022,15,4,2022,13,1,F
6,16/04/2022,16,4,2022,8,1,F
6,17/04/2022,17,4,2022,13,1,F
6,18/04/2022,18,4,2022,12,1,F
6,19/04/2022,19,4,2022,3,1,F
6,20/04/2022,20,4,2022,11,1,F
6,21/04/2022,21,4,2022,11,1,F
6,22/04/2022,22,4,2022,13,1,F
6,23/04/2022,23,4,2022,9,1,F
6,24/04/2022,24,4,2022,10,1,F
6,25/04/2022,25,4,2022,11,1,F
6,26/04/2022,26,4,2022,11,1,F
6,27/04/2022,27,4,2022,7,1,F
6,28/04/2022,28,4,2022,5,1,F
6,29/04/2022,29,4,2022,2,1,F
6,30/04/2022,30,4,2022,6,1,F
6,01/05/2022,1,5,2022,8,1,F
6,02/05/2022,2,5,2022,5,1,F
6,03/05/2022,3,5,2022,0,0,F
6,04/05/2022,4,5,2022,4,1,F
6,05/05/2022,5,5,2022,4,1,F
6,06/05/2022,6,5,2022,7,1,F
6,07/05/2022,7,5,2022,4,1,F
6,08/05/2022,8,5,2022,0,0,F
6,09/05/2022,9,5,2022,4,1,F
6,10/05/2022,10,5,2022,5,1,F
6,11/05/2022,11,5,2022,6,1,F
6,12/05/2022,12,5,2022,3,1,F
6,13/05/2022,13,5,2022,1,1,F
6,14/05/2022,14,5,2022,2,1,F
6,15/05/2022,15,5,2022,8,1,F
6,16/05/2022,16,5,2022,5,1,F
6,17/05/2022,17,5,2022,12,1,F
6,18/05/2022,18,5,2022,9,1,F
6,19/05/2022,19,5,2022,7,1,F
6,20/05/2022,20,5,2022,7,1,F
6,21/05/2022,21,5,2022,7,1,F
6,22/05/2022,22,5,2022,2,1,F
6,23/05/2022,23,5,2022,3,1,F
6,24/05/2022,24,5,2022,1,1,F
6,25/05/2022,25,5,2022,0,0,F
6,26/05/2022,26,5,2022,2,1,F
6,27/05/2022,27,5,2022,6,1,F
6,28/05/2022,28,5,2022,2,1,F
6,29/05/2022,29,5,2022,2,1,F
6,30/05/2022,30,5,2022,4,1,F
6,31/05/2022,31,5,2022,3,1,F
6,01/06/2022,1,6,2022,3,1,F
6,02/06/2022,2,6,2022,3,1,F
6,03/06/2022,3,6,2022,0,0,F
6,04/06/2022,4,6,2022,4,1,F
6,05/06/2022,5,6,2022,1,1,F
6,06/06/2022,6,6,2022,1,1,F
6,07/06/2022,7,6,2022,0,0,F
6,08/06/2022,8,6,2022,1,1,F
6,09/06/2022,9,6,2022,2,1,F
6,10/06/2022,10,6,2022,2,1,F
6,11/06/2022,11,6,2022,3,1,F
6,12/06/2022,12,6,2022,0,0,F
6,13/06/2022,13,6,2022,1,1,F
6,14/06/2022,14,6,2022,3,1,F
6,15/06/2022,15,6,2022,7,1,F
6,16/06/2022,16,6,2022,5,1,F
6,17/06/2022,17,6,2022,6,1,F
6,18/06/2022,18,6,2022,1,1,F
6,19/06/2022,19,6,2022,2,1,F
6,20/06/2022,20,6,2022,5,1,F
6,21/06/2022,21,6,2022,3,1,F
6,22/06/2022,22,6,2022,0,0,F
6,23/06/2022,23,6,2022,0,0,F
6,24/06/2022,24,6,2022,2,1,F
6,25/06/2022,25,6,2022,3,1,F
6,26/06/2022,26,6,2022,3,1,F
6,27/06/2022,27,6,2022,2,1,F
6,28/06/2022,28,6,2022,10,1,F
6,29/06/2022,29,6,2022,7,1,F
6,30/06/2022,30,6,2022,5,1,F
6,01/07/2022,1,7,2022,5,1,F
6,02/07/2022,2,7,2022,10,1,F
6,03/07/2022,3,7,2022,5,1,F
6,04/07/2022,4,7,2022,4,1,F
6,05/07/2022,5,7,2022,8,1,F
6,06/07/2022,6,7,2022,7,1,F
6,07/07/2022,7,7,2022,6,1,F
6,08/07/2022,8,7,2022,10,1,F
6,09/07/2022,9,7,2022,7,1,F
6,10/07/2022,10,7,2022,2,1,F
6,11/07/2022,11,7,2022,1,1,F
6,12/07/2022,12,7,2022,2,1,F
6,13/07/2022,13,7,2022,2,1,F
6,14/07/2022,14,7,2022,6,1,F
6,15/07/2022,15,7,2022,0,0,F
